手机名称,价格(￥),运行内存,电池容量,机身颜色,前置摄像头像素,后置摄像头像素,url
三星（SAMSUNG） 三星 W2016 翻盖智能手机 商务手机 双卡双待 电信4G手机 尊崇银,8800.00,64GB,2000mAh-2999mAh,"尊崇银,尊贵金",500万-799万,1200万-1999万,https://item.jd.com/21890882662.html
三星（SAMSUNG） S9 | S9+ 新款 全视曲面屏手机 骁龙845 游戏手机现货 【新款现货】S9 夕雾紫 全网通 64GB,5699.00,支持内存卡,3000mAh-3999mAh,"【新款现货】S9 谜夜黑,【新款现货】S9 莱茵蓝,【新款现货】S9 夕雾紫,【新款现货】S9+ 谜夜黑,【新款现货】S9+ 莱茵蓝,【新款现货】S9+ 夕雾紫,S8+ 雾屿蓝,S8+ 勃艮第红,S8+ 枫叶金,S8+ 幻紫灰,S8+ 玫瑰粉,S8+ 星夜黑,S8 枫叶金,S8 幻紫灰,S8 玫瑰粉",800万-1599万,1200万-1999万,https://item.jd.com/25693368129.html
三星（SAMSUNG）Galaxy C8,1966.00,64GB,N/A,"蔷薇粉,枫叶金,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/19872318688.html
三星（SAMSUNG） Samsung 三星 GALAXY S8 S8+通双曲屏手机 港版双卡 S8+ 粉色 6G+128GB,5188.00,64GB,3000mAh-3999mAh,"港版双卡 S8+ 星夜黑 4G+64GB,港版双卡 S8+ 珊瑚蓝 4G+64GB,港版双卡 S8+ 粉色 6G+128GB,港版双卡 S8+ 幻紫色 6G+128GB,港版双卡 S8+ 珊瑚蓝 6G+128GB,港版双卡 S8 枫木金 4G+64GB,港版双卡 S8 粉色 4G+64GB,三星 S7立式快速无线充电器 黑色",800万-1599万,1200万-1999万,https://item.jd.com/19756068597.html
三星（SAMSUNG） Galaxy C7 Pro（C7010）4GB+64G 全网通 金 全网通,2199.00,64GB,3000mAh-3999mAh,"金,蓝,粉",1600万及以上,N/A,https://item.jd.com/23940004049.html
三星（SAMSUNG）Galaxy S7 edge,3388.00,32GB,3000mAh-3999mAh,"珊瑚蓝,莹钻粉,铂光金,钛泽银,星钻黑",500万-799万,1200万-1999万,https://item.jd.com/1980945942.html
AEKU M9超薄袖珍迷你超小移动儿童学生男女直板小型卡片手机 粉红色,238.00,N/A,N/A,"蓝色,粉红色,白色,黑色",N/A,N/A,https://item.jd.com/24811921595.html
三星（SAMSUNG）Galaxy J3,1399.00,支持内存卡,2000mAh-2999mAh,"粉色,金色,蓝色,黑色",500万-799万,1200万-1999万,https://item.jd.com/1995297218.html
三星（SAMSUNG）SM-W2018,23388.00,64GB,2000mAh-2999mAh,"至尊雅金,典藏尊铂",500万-799万,1200万-1999万,https://item.jd.com/24131725748.html
三星（SAMSUNG）  Galaxy C9 Pro（C9000） 移动联通电信4G手 金 全网通,2844.00,64GB,4000mAh-5999mAh,"金,粉",N/A,N/A,https://item.jd.com/23863415689.html
三星（SAMSUNG）  Galaxy C5 Pro（C5010） 移动联通电信4G 黑 全网通,1939.00,64GB,2000mAh-2999mAh,"黑,蓝,金,粉",1600万及以上,1200万-1999万,https://item.jd.com/23863427907.html
三星 Galaxy On5（G5510）G5520 2GB+16GB 热售 金色 G5700 3+32G,1699.00,16GB,2000mAh-2999mAh,"粉色,金色",500万-799万,1200万-1999万,https://item.jd.com/1978122562.html
三星（SAMSUNG） 三星（SAMSUNG）S7（G9300）铂光金 全网通 铂光金,2799.00,32GB,3000mAh-3999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/26002121645.html
三星（SAMSUNG）Galaxy C9 Pro,2339.00,6GB,4000mAh-5999mAh,"枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/11792572294.html
三星Galaxy S8+ ,5499.00,64GB,3000mAh-3999mAh,"黑,金,雾屿蓝,灰",800万-1599万,1200万-1999万,https://item.jd.com/5149116.html
三星（SAMSUNG） 三星 GALAXY S8/S8+ 全面屏双曲面 移动联通4G手机 亮银色 S8+ 美版三网 64GB,3888.00,64GB,3000mAh-3999mAh,"珊瑚蓝,幻紫灰,亮银色,午夜黑,枫叶金,粉色,预售 勃艮第红（版本待定）",800万-1599万,1200万-1999万,https://item.jd.com/1990573969.html
三星（SAMSUNG） Galaxy J3 pro（J3300）移动联通电信4G手机 金 2017版J3（3G+32G）,1099.00,32GB,2000mAh-2999mAh,"金,黑,粉,蓝",1600万及以上,500万-1199万,https://item.jd.com/23947629073.html
三星（SAMSUNG） Galaxy S7 edge（G9350）手机 曜岩黑 全网通(4GB+128GB),3899.00,32GB,3000mAh-3999mAh,"珀光金,莹钻粉,珊瑚蓝,雪晶白,太泽银,星钻黑,曜岩黑",500万-799万,1200万-1999万,https://item.jd.com/15515894809.html
三星 Note8 旗舰新款手机 6.3英寸高清大屏全视曲面屏无边框商务手机带手写笔4G智能 谜夜黑 现货 64GB,5799.00,64GB,3000mAh-3999mAh,"谜夜黑 现货,星河蓝 现货,旷野灰 现货,芭比粉 现货",800万-1599万,1200万-1999万,https://item.jd.com/1997721326.html
三星 W2016 金色 电信4G手机 双卡双待单通  全新原装+正品 尊贵金,9999.00,64GB,2000mAh-2999mAh,N/A,N/A,N/A,https://item.jd.com/1980339846.html
三星（SAMSUNG） 三星S8+（4GB+64GB）全网通手机无限流量手机流量免费使用 套餐一：送大重庆流量无限卡（无承诺期） 谜夜黑,5488.00,N/A,N/A,"套餐一：送大重庆流量无限卡（无承诺期）,套餐二：大重庆流量无限卡预存16个月送8个月",N/A,N/A,https://item.jd.com/25216671628.html
三星（SAMSUNG）S7 edge,3488.00,64GB,3000mAh-3999mAh,金色系,500万-799万,1200万-1999万,https://item.jd.com/24496149492.html
三星（SAMSUNG） Note8全网通手机 大重庆流量无限 送000-999特级靓号 三星 Note8 64G（含宽带） 谜夜黑,9949.00,N/A,N/A,"三星 Note8 64G（含宽带）,三星 Note8 64G（不含宽带）,三星 Note8 128G（含宽带）,三星 Note8 128G（不含宽带）,三星 Note8 256G（含宽带）,三星 Note8 256G（不含宽带）",N/A,N/A,https://item.jd.com/20961919127.html
三星（SAMSUNG）Galaxy C7 Pro（C7010）,1849.00,64GB,3000mAh-3999mAh,"枫叶金,苍海蓝,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/11325537948.html
三星（SAMSUNG） W2017 翻盖手机 电信4G手机 双卡双待双屏无线充电指纹识别 黑色(W2017+),10999.00,64GB,2000mAh-2999mAh,"金色（W2017）,黑色(W2017+)",800万-1599万,N/A,https://item.jd.com/1982352848.html
三星（SAMSUNG）W2018,19188.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/23416069383.html
三星（SAMSUNG） 三星C8（4GB+64GB）全网通手机无限流量手机流量免费使用 套餐一：送大重庆流量无限卡（无承诺期） 枫叶金,2388.00,N/A,N/A,"套餐一：送大重庆流量无限卡（无承诺期）,套餐二：大重庆流量无限卡预存16个月送8个月",N/A,N/A,https://item.jd.com/25494666664.html
【eBay精选】三星Galaxy S7 Edge G935FD 32G智能手机 蓝色 G9350港行32G,3388.00,32GB,3000mAh-3999mAh,"金色,蓝色,粉色,黑色,银色",N/A,N/A,https://item.jd.com/1990230382.html
SAMSUNG 三星 G6100 Galaxy J7 Prime 双4G 智能手机 32G 金色,1999.00,32GB,3000mAh-3999mAh,"金色,粉红色,黑色",800万-1599万,1200万-1999万,https://item.jd.com/1970751459.html
全球购 三星(SAMSUNG) W2017 翻盖手机  电信4G版(4G+64G)标配 黑色,15699.00,64GB,2000mAh-2999mAh,"金色,黑色",800万-1599万,1200万-1999万,https://item.jd.com/1977640101.html
三星（SAMSUNG） W2018翻盖智能商务手机 至尊雅金 6GB+64GB,16999.00,64GB,N/A,N/A,500万-799万,1200万-1999万,https://item.jd.com/23924527095.html
三星（SAMSUNG） 三星Galaxy S7 edge 全网通 5.5英寸4G智能手机 铂光金 32GB,3088.00,32GB,4000mAh-5999mAh,"铂光金,钛泽银,星钻黑",500万-799万,1200万-1999万,https://item.jd.com/1961551144.html
皓轩H6老人手机移动联通直板大屏老年人机大字大声按键老人机 红色,108.00,N/A,N/A,"红色,金色,蓝色,黑色",N/A,N/A,https://item.jd.com/20604061115.html
【eBay精选】三星(SAMSUNG)  A7 (2016) A7100  4G智能手机 白色,2374.00,16GB,2000mAh-2999mAh,"粉金色,白色",N/A,N/A,https://item.jd.com/1977468606.html
SAMSUNG 三星S8 G9500 移动联通电信4G手机 双卡双待 谜夜黑 全网通(4G+64G),4999.00,64GB,3000mAh-3999mAh,"勃垦第红,绮梦金,雾屿蓝,芭比粉,烟晶灰,谜夜黑",800万-1599万,N/A,https://item.jd.com/19751366998.html
三星（SAMSUNG）Galaxy C5 Pro,2299.00,64GB,2000mAh-2999mAh,"枫叶金,碧湖蓝,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/13733547291.html
三星（SAMSUNG） W2018 翻盖智能商务手机 至尊雅金,19600.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/25341048853.html
三星（SAMSUNG）C9 Pro（C9000）,2278.00,64GB,4000mAh-5999mAh,金色系,1600万及以上,1200万-1999万,https://item.jd.com/24551110491.html
三星（SAMSUNG） 三星C8（3GB+32GB）全网通手机无限流量手机流量免费使用 套餐一：送大重庆流量无限卡（无承诺期） 枫叶金,1988.00,N/A,N/A,"套餐一：送大重庆流量无限卡（无承诺期）,套餐二：大重庆流量无限卡预存16个月送8个月",N/A,N/A,https://item.jd.com/22676328732.html
三星（SAMSUNG） 三星Galaxy 领世旗舰8 G9298 4GB+64GB黑手机 黑色 移动联通4G(4GB+64GB),18800.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/21891056688.html
锐族 R2015老人机 电信2G翻盖老人手机 红色,299.00,N/A,N/A,"红色,金色,黑色",N/A,N/A,https://item.jd.com/20902840426.html
SAMSUNG 三星 Galaxy Folder2 （SM-G1650）翻盖手机 碧玺红 全网通(2G+16G),1950.00,N/A,N/A,"碧玺红,帕托金,琉璃黑",N/A,N/A,https://item.jd.com/19930939344.html
三星（SAMSUNG）C7100,1999.00,N/A,N/A,"墨玉黑,枫叶金,蔷薇粉",1600万及以上,N/A,https://item.jd.com/1999773744.html
三星（SAMSUNG） 三星J7 Prime（G6100）4G手机 智能手机 港版 金色,1998.00,32GB,3000mAh-3999mAh,"粉色,金色,黑色",500万-799万,1200万-1999万,https://item.jd.com/1969972839.html
三星（Samsung）S5520老人机 翻盖双屏备用学生女款中老年人按键手机 深蓝色预售,499.00,N/A,1200mAh以下,"橙色预售,深蓝色预售,粉红色 预售,天蓝色预售",N/A,N/A,https://item.jd.com/1995412600.html
三星 Galaxy C9 Pro（C9000）全网通4G手机 双卡双待 黑色,2999.00,64GB,3000mAh-3999mAh,"金色,粉色,黑色",N/A,N/A,https://item.jd.com/1986895892.html
三星（SAMSUNG）w2017,16888.00,64GB,2000mAh-2999mAh,"雅金色 （6GB+64GB）,典藏尊铂（6GB+256GB）",500万-799万,1200万-1999万,https://item.jd.com/23416952481.html
三星（SAMSUNG） G6100 Galaxy J7 Prime 双4G智能手机32G 黑色,1998.00,32GB,3000mAh-3999mAh,"金色,粉红色,黑色",800万-1599万,1200万-1999万,https://item.jd.com/1970756125.html
三星（SAMSUNG） 现货发货 三星 SAMSUNG Note8 智能4G手机 星夜黑 6GB+256G 港版,6388.00,64GB,3000mAh-3999mAh,"星夜黑,深海蓝,幻灰紫,粉色",800万-1599万,N/A,https://item.jd.com/17933517745.html
三星（SAMSUNG）G1600,1688.00,16GB,1200mAh-1999mAh,N/A,500万-799万,500万-1199万，无,https://item.jd.com/18618419935.html
三星（SAMSUNG） 三星C8（3GB+32GB）全网通手机无限流量手机流量免费使用 套餐一：送大重庆流量无限卡（无承诺期） 枫叶金,1988.00,N/A,N/A,"套餐一：送大重庆流量无限卡（无承诺期）,套餐二：大重庆流量无限卡预存16个月送8个月",N/A,N/A,https://item.jd.com/22676328732.html
三星（SAMSUNG） 三星Galaxy 领世旗舰8 G9298 4GB+64GB黑手机 黑色 移动联通4G(4GB+64GB),18800.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/21891056688.html
锐族 R2015老人机 电信2G翻盖老人手机 红色,299.00,N/A,N/A,"红色,金色,黑色",N/A,N/A,https://item.jd.com/20902840426.html
SAMSUNG 三星 Galaxy Folder2 （SM-G1650）翻盖手机 碧玺红 全网通(2G+16G),1950.00,N/A,N/A,"碧玺红,帕托金,琉璃黑",N/A,N/A,https://item.jd.com/19930939344.html
三星（SAMSUNG）C7100,1999.00,N/A,N/A,"墨玉黑,枫叶金,蔷薇粉",1600万及以上,N/A,https://item.jd.com/1999773744.html
三星（SAMSUNG） 三星J7 Prime（G6100）4G手机 智能手机 港版 金色,1998.00,32GB,3000mAh-3999mAh,"粉色,金色,黑色",500万-799万,1200万-1999万,https://item.jd.com/1969972839.html
三星（Samsung）S5520老人机 翻盖双屏备用学生女款中老年人按键手机 深蓝色预售,499.00,N/A,1200mAh以下,"橙色预售,深蓝色预售,粉红色 预售,天蓝色预售",N/A,N/A,https://item.jd.com/1995412600.html
三星 Galaxy C9 Pro（C9000）全网通4G手机 双卡双待 黑色,2999.00,64GB,3000mAh-3999mAh,"金色,粉色,黑色",N/A,N/A,https://item.jd.com/1986895892.html
三星（SAMSUNG）w2017,16888.00,64GB,2000mAh-2999mAh,"雅金色 （6GB+64GB）,典藏尊铂（6GB+256GB）",500万-799万,1200万-1999万,https://item.jd.com/23416952481.html
三星（SAMSUNG） G6100 Galaxy J7 Prime 双4G智能手机32G 黑色,1998.00,32GB,3000mAh-3999mAh,"金色,粉红色,黑色",800万-1599万,1200万-1999万,https://item.jd.com/1970756125.html
三星（SAMSUNG） 现货发货 三星 SAMSUNG Note8 智能4G手机 星夜黑 6GB+256G 港版,6388.00,64GB,3000mAh-3999mAh,"星夜黑,深海蓝,幻灰紫,粉色",800万-1599万,N/A,https://item.jd.com/17933517745.html
三星（SAMSUNG）G1600,1688.00,16GB,1200mAh-1999mAh,N/A,500万-799万,500万-1199万，无,https://item.jd.com/18618419935.html
三星（SAMSUNG）Galaxy C5,1578.00,32GB,2000mAh-2999mAh,"枫叶金,烟雨灰,皎洁银,蔷薇粉",800万-1599万,1200万-1999万,https://item.jd.com/11633064426.html
SAMSUNGS8+（SM-G9550）,5499.00,N/A,N/A,"谜夜黑,烟晶灰,雾屿蓝,绮梦金,芭比粉",800万-1599万,1200万-1999万,https://item.jd.com/23331706309.html
三星（SAMSUNG） 三星 Galaxy C5（SM-C5000）手机 4G大内存 烟雨灰 全网通64G,2288.00,N/A,N/A,"蔷薇粉,皎洁银,金色,烟雨灰",N/A,N/A,https://item.jd.com/17616197573.html
三星（SAMSUNG）Galaxy S7 edge,3345.00,32GB,3000mAh-3999mAh,"铂光金,莹钻粉,星钻黑",500万-799万,1200万-1999万,https://item.jd.com/13367886301.html
三星（SAMSUNG） Samsung/三星 SM-W2017 商务4G男款翻盖智能手机 尊贵金,9999.00,N/A,N/A,N/A,N/A,N/A,https://item.jd.com/25382581967.html
三星（SAMSUNG） W2018 翻盖智能商务手机 至尊雅金 全网通(6G+64G) 至尊雅金 6+64GB,21988.00,64GB,2000mAh-2999mAh,"至尊雅金,典藏尊铂",500万-799万,1200万-1999万,https://item.jd.com/24363473735.html
三星（SAMSUNG） 三星 W2018 翻盖智能商务手机 通4G 雅金色 （6GB+64GB）,16129.00,64GB,2000mAh-2999mAh,"雅金色 （6GB+64GB）,典藏尊铂（6GB+256GB）",500万-799万,1200万-1999万,https://item.jd.com/25980057630.html
三星（SAMSUNG）Galaxy C5 Pro,2299.00,64GB,2000mAh-2999mAh,"枫叶金,碧湖蓝,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/14465697796.html
三星（SAMSUNG）Galaxy S9,9999.00,N/A,N/A,"莱茵蓝,夕雾紫,谜夜黑",N/A,N/A,https://item.jd.com/25673778306.html
三星（SAMSUNG）Galaxy S8,5999.00,支持内存卡,3000mAh-3999mAh,"星夜黑,幻紫灰,珊瑚蓝,枫叶金,芭比粉",800万-1599万,1200万-1999万,https://item.jd.com/1995347726.html
三星（SAMSUNG） 三星 GALAXYJ 3Pro手机 电信4G (J3119) 流沙金 2G+16G,899.00,16GB,2000mAh-2999mAh,金色系,500万-799万,N/A,https://item.jd.com/23805119330.html
三星（SAMSUNG）Galaxy C5,1539.00,支持内存卡,2000mAh-2999mAh,"皎洁银,蔷薇粉,枫叶金,烟雨灰",800万-1599万,1200万-1999万,https://item.jd.com/10518130532.html
三星（SAMSUNG） Galaxy J3 Pro（J3119s）手机 流沙金 电信全网通 2GB+16GB,838.00,2GB,2000mAh-2999mAh,N/A,500万-799万,500万-1199万,https://item.jd.com/18119715393.html
三星（SAMSUNG）s9 s9+,11000.00,128GB,3000mAh-3999mAh,"夕雾紫,莱茵蓝,谜夜黑",800万-1599万,1200万-1999万,https://item.jd.com/25693569640.html
三星 GALAXY C8 手机 5.5英寸大屏 新款C7100智能手机4G+可选金属机身 墨玉黑 C7100（3+32G）全网通4G,1999.00,N/A,N/A,"墨玉黑,枫叶金,蔷薇粉",1600万及以上,N/A,https://item.jd.com/1999749383.html
三星（SAMSUNG） 三星 2016版 Galaxy On5(G5510) 全网通手机 嫣霞粉 全网通青春版(2G RAM+16G ROM),1088.00,16GB,2000mAh-2999mAh,"嫣霞粉,流沙金",N/A,N/A,https://item.jd.com/1989750097.html
三星（Samsung）Galaxy J7 无锁手机 16GB/32GB 5.5英寸屏幕 16G,2199.00,32GB,3000mAh-3999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/1993745623.html
全球购 三星(SAMSUNG)  W2016 双卡双待4G手机 电信4G 尊崇银 3GB+64GB 标配,10299.00,64GB,2000mAh-2999mAh,"尊贵金,尊崇银",500万-799万,1200万-1999万,https://item.jd.com/1983006503.html
三星（SAMSUNG） 三星 Galaxy C9 Pro (C9000) 4G手机 墨玉黑 全网通(6GB+64GB),2598.00,64GB,4000mAh-5999mAh,"枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/16136083713.html
三星（SAMSUNG） 三星 Galaxy Note8 (N9500) 4G手机 港版 深海蓝 港版型号N9500(256GB),7078.00,支持内存卡,3000mAh-3999mAh,"星夜黑,深海蓝,幻月灰",800万-1599万,1200万-1999万,https://item.jd.com/1998281394.html
三星（SAMSUNG） 三星(SAMSUNG) W2016双卡双待 4G手机 尊贵金 金色,7888.00,64GB,2000mAh-2999mAh,N/A,无,N/A,https://item.jd.com/12575204376.html
三星（SAMSUNG） 三星 Galaxy C9 pro（C9000）手机 枫叶金 （6G+64G）全网通,2388.00,64GB,4000mAh-5999mAh,"枫叶金,蔷薇粉,黑色",N/A,N/A,https://item.jd.com/11111569043.html
三星（Samsung）Express 3 无锁智能手机 移动3G 联通4G LTE ,1088.00,8GB,3000mAh-3999mAh,N/A,500万-799万,500万以下,https://item.jd.com/1988810196.html
三星（SAMSUNG） 全球购三星 GALAXY S8+ 移动联通双曲屏 防水手机 现货 星夜黑 4G+64G 移动联通双4G 亚太版,5988.00,128GB,3000mAh-3999mAh,"星夜黑,枫叶金,幻紫灰,珊瑚蓝",800万-1599万,N/A,https://item.jd.com/1988851047.html
三星（SAMSUNG） 三星() J3 Pro (J3119s) 4G手机 金色 电信全网通（2GB+16GB）,792.00,16GB,2000mAh-2999mAh,N/A,500万-799万,500万-1199万,https://item.jd.com/16144167379.html
三星（SAMSUNG） C8 (C7100) 移动联通4G智能手机 港版 黑色 64GB,2798.00,64GB,3000mAh-3999mAh,"粉红色,金色,黑色",1600万及以上,1200万-1999万,https://item.jd.com/17688597196.html
三星（SAMSUNG）Galaxy S7,2498.00,32GB,3000mAh-3999mAh,"星钻黑,雪晶白,铂光金",500万-799万,1200万-1999万,https://item.jd.com/14938476998.html
三星（SAMSUNG）S7,2559.00,32GB,3000mAh-3999mAh,金色系,500万-799万,1200万-1999万,https://item.jd.com/24498721248.html
三星（SAMSUNG）S9,6099.00,64GB,3000mAh-3999mAh,"谜夜黑,夕雾紫,莱茵蓝",800万-1599万,1200万-1999万,https://item.jd.com/26006551174.html
三星（SAMSUNG）S9+,6999.00,64GB,3000mAh-3999mAh,"谜夜黑,夕雾紫,莱茵蓝",800万-1599万,1200万-1999万,https://item.jd.com/26007241586.html
三星（SAMSUNG） 三星Note8（6GB+64GB）全网通无限流量手机流量免费使用 套餐一：送大重庆流量无限卡（无承诺期） 谜夜黑,6988.00,N/A,N/A,"套餐一：送大重庆流量无限卡（无承诺期）,套餐二：大重庆流量无限卡预存16个月送8个月",N/A,N/A,https://item.jd.com/25217674268.html
三星（SAMSUNG） Galaxy S7 (G9300) 4G智能手机 全网通 铂光金 4G+32G,2599.00,32GB,3000mAh-3999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/25437836872.html
三星（SAMSUNG）【白条6期免息】S8 Galaxy 移动4G+智版手机 谜夜黑 4G+64G,4999.00,64GB,3000mAh-3999mAh,"烟晶灰,谜夜黑",800万-1599万,1200万-1999万,https://item.jd.com/12400178028.html
三星（SAMSUNG） SAMSUNG三星 Galaxy J7 Pro 手机 32GB 金色,1988.00,32GB,3000mAh-3999mAh,"金色,黑色",800万-1599万,1200万-1999万,https://item.jd.com/21490807703.html
三星（SAMSUNG） 三星 大器III尊贵版SM-G9092联通3G手机 双卡双待双通,3999.00,32GB,1200mAh以下,N/A,200万-499万,N/A,https://item.jd.com/1993536994.html
三星 Galaxy C9 Pro（C9000）6GB+64GB全网通 4G手机 墨玉黑,2958.00,64GB,4000mAh-5999mAh,"枫叶金,墨玉黑,蔷薇粉",N/A,N/A,https://item.jd.com/1978645708.html
三星（SAMSUNG） Galaxy 领世旗舰8（G9298）4G手机 黑色 移动联通双4G(4GB+64GB),10888.00,4GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/18132052713.html
三星（SAMSUNG） 全球购三星Galaxy C7ProC7010 4G手机 双卡双待 枫叶金 4G+64G,2899.00,64GB,3000mAh-3999mAh,"蔷薇粉,枫叶金,沧海蓝",1600万及以上,N/A,https://item.jd.com/1984613321.html
三星（SAMSUNG） Galaxy A9 (SM-A9100),2149.00,N/A,2000mAh-2999mAh,"雪域白,精灵黑,魔幻金",800万-1599万,1200万-1999万,https://item.jd.com/10522116174.html
三星 2016版 Galaxy On7(G6100) 手机 流沙金 全网通标配,1468.00,32GB,3000mAh-3999mAh,"流沙金,金色(前金后金),嫣霞粉,钛岩黑",N/A,N/A,https://item.jd.com/10722624184.html
